Level 50000 createfromscratch (117.317 seconds)	
Level 50001 createfromscratch (68.0852 seconds)	
Level 50002 createfromscratch (77.7641 seconds)	
Level 50003 createfromscratch (32.6306 seconds)	
Level 50004 createfromscratch (91.4035 seconds)	
Level 50005 createfromscratch (41.6797 seconds)	
Level 50006 createfromscratch (88.4831 seconds)	
Level 50007 createfromscratch (63.9783 seconds)	
Level 50008 createfromscratch (115.229 seconds)	
Level 50009 createfromscratch (32.4832 seconds)	
Level 50010 createfromscratch (100.942 seconds)	
Level 50011 createfromscratch (35.9974 seconds)	
Level 50012 createfromscratch (81.0907 seconds)	
Level 50013 createfromscratch (66.5075 seconds)	
Level 50014 createfromscratch (85.7583 seconds)	
Level 50015 createfromscratch (75.0635 seconds)	
Level 50016 createfromscratch (90.4053 seconds)	
Level 50017 createfromscratch (46.0807 seconds)	
Level 50018 createfromscratch (75.8284 seconds)	
Level 50019 createfromscratch (63.1761 seconds)	
Level 50020 createfromscratch (100.902 seconds)	
Level 50021 createfromscratch (30.6318 seconds)	
Level 50022 createfromscratch (119.189 seconds)	
Level 50023 createfromscratch (23.1394 seconds)	
Level 50024 createfromscratch (91.3214 seconds)	
Level 50025 createfromscratch (145.863 seconds)	
Level 50026 createfromscratch (101.912 seconds)	
Level 50027 createfromscratch (29.7982 seconds)	
Level 50028 createfromscratch (93.4588 seconds)	
Level 50029 createfromscratch (40.5353 seconds)	
Level 50030 createfromscratch (118.433 seconds)	
Level 50031 createfromscratch (56.6178 seconds)	
Level 50032 createfromscratch (86.9913 seconds)	
Level 50033 createfromscratch (45.0443 seconds)	
Level 50034 createfromscratch (85.7749 seconds)	
Level 50035 createfromscratch (41.3004 seconds)	
Level 50036 createfromscratch (87.2005 seconds)	
Level 50037 createfromscratch (60.7662 seconds)	
Level 50038 createfromscratch (77.7787 seconds)	
Level 50039 createfromscratch (33.8281 seconds)	
Level 50040 createfromscratch (105.046 seconds)	
Level 50041 createfromscratch (34.9402 seconds)	
Level 50042 createfromscratch (73.5925 seconds)	
Level 50043 createfromscratch (59.3378 seconds)	
Level 50044 createfromscratch (79.8338 seconds)	
Level 50045 createfromscratch (40.7422 seconds)	
Level 50046 createfromscratch (98.3204 seconds)	
Level 50047 createfromscratch (26.1276 seconds)	
Level 50048 createfromscratch (154.262 seconds)	
Level 50049 createfromscratch (56.4496 seconds)	
Level 50050 createfromscratch (331.071 seconds)	
Level 50051 createfromscratch (31.0104 seconds)	
Level 50052 createfromscratch (80.9935 seconds)	
Level 50053 createfromscratch (27.0483 seconds)	
Level 50054 createfromscratch (84.6583 seconds)	
Level 50055 createfromscratch (77.3314 seconds)	
Level 50056 createfromscratch (66.8587 seconds)	
Level 50057 createfromscratch (38.9153 seconds)	
Level 50058 createfromscratch (168.846 seconds)	
Level 50059 createfromscratch (29.4184 seconds)	
Level 50060 createfromscratch (100.908 seconds)	
Level 50061 createfromscratch (66.2557 seconds)	
Level 50062 createfromscratch (88.9201 seconds)	
Level 50063 createfromscratch (31.7596 seconds)	
Level 50064 createfromscratch (125.236 seconds)	
Level 50065 createfromscratch (47.1009 seconds)	
Level 50066 createfromscratch (95.0664 seconds)	
Level 50067 createfromscratch (54.1585 seconds)	
Level 50068 createfromscratch (79.3258 seconds)	
Level 50069 createfromscratch (31.9748 seconds)	
Level 50070 createfromscratch (102.753 seconds)	
Level 50071 createfromscratch (42.1444 seconds)	
Level 50072 createfromscratch (83.7328 seconds)	
Level 50073 createfromscratch (56.1244 seconds)	
Level 50074 createfromscratch (89.2262 seconds)	
Level 50075 createfromscratch (38.8143 seconds)	
Level 50076 createfromscratch (101.347 seconds)	
Level 50077 createfromscratch (25.4354 seconds)	
Level 50078 createfromscratch (109.623 seconds)	
Level 50079 createfromscratch (57.9204 seconds)	
Level 50080 createfromscratch (121.39 seconds)	
Level 50081 createfromscratch (34.6262 seconds)	
Level 50082 createfromscratch (98.055 seconds)	
Level 50083 createfromscratch (32.3577 seconds)	
Level 50084 createfromscratch (75.3536 seconds)	
